"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Towards Predictive Driving through Blind Intersections","L. Y. Morales; A. Naoki; Y. Yoshihara; H. Murase","Institute of Innovation for Future Society, Nagoya University, Nagoya, 464-8603, Japan; Institute of Innovation for Future Society, Nagoya University, Nagoya, 464-8603, Japan; Institute of Innovation for Future Society, Nagoya University, Nagoya, 464-8603, Japan; Graduate School of Information Science, Nagoya University, Nagoya, 464-8603, Japan","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","716","722","This paper presents an approach for predictive driving when facing blind intersections based on expert data. Expert drivers anticipate and avoid potential dangerous situations. In most cases these complex behaviors cannot be reproduced by state of the art planning approaches. We present an analysis of expert drivers while passing through blind intersections, we extract useful driving features to model the intersection and propose a cost function based on those features. We use inverse reinforcement learning to extract a feature-based cost function and learn its parameters from driver data. Finally, feature weights are computed based on collected expert driving data (using 211 trajectories). Evaluation was performed in terms of trajectory and speed using modified Hausdorff distance. Experimental results show that the planner is capable of computing trajectories comparable to those ones of the expert drivers when facing blind intersections.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569931","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569931","","Vehicles;Roads;Trajectory;Feature extraction;Three-dimensional displays;Computational modeling","driver information systems;learning (artificial intelligence)","blind intersections;feature-based cost function;driver data;expert data;potential dangerous situations;planning approaches;expert drivers;predictive driving;driving features;reinforcement learning;feature weights;Hausdorff distance","","1","35","","","","","IEEE","IEEE Conferences"
"Estimating Train Delays in a Large Rail Network Using a Zero Shot Markov Model","R. Gaurav; B. Srivastava","Nutanix Technologies India Pvt Ltd; IBM T J Watson Research Center, USA","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","1221","1226","India runs the fourth largest railway transport network size carrying over 8 billion passengers per year. However, the travel experience of passengers is frequently marked by delays, i.e., late arrival of trains at stations, causing inconvenience. In a first, we study the systemic delays in train arrivals using n-order Markov frameworks and experiment with two regression-based models. Using train running-status data collected for two years, we report on an efficient algorithm for estimating delays at railway stations with near accurate results. This work can help railways to manage their resources, while also helping passengers and businesses served by them to efficiently plan their activities.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8570014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8570014","","Delays;Markov processes;Rail transportation;Data models;Training;Predictive models;Prediction algorithms","data analysis;Markov processes;railway engineering;railways;regression analysis;transportation","rail network;zero shot Markov model;regression-based models;railway stations;India;train delay estimation;railway transport network;n-order Markov frameworks","","","9","","","","","IEEE","IEEE Conferences"
"A Cognitive Framework for Unifying Human and Artificial Intelligence in Transportation Systems Modeling","J. G. Yu; R. Jayakrishnan","Senior Travel Demand Modeler at Cambridge Systematics; professor of School of Engineering at University of California, Irvine","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","3767","3772","Humans, as indispensable components in any transportation systems, have been very challenging to model and predict, especially in hypothetical scenarios. Adding further complexity is the increasingly important role of artificial intelligence and rapidly changing technologies and business models. We propose a modeling framework, CognAgent, which unifies the modeling approach of different types of autonomous entities from the perspective of cognition rather than revealed behaviors. This approach improves model flexibility, interpretability, and computational efficiency. Heterogeneous agents inherit from a single blueprint agent and interact with one another within the Physical Interaction module, the output of which is fed into the module of Space of Observables for agents to sense and perceive through noisy media of information transmission. Combining with prior knowledge, preprogrammed routines, emotions, and habits, agents make decisions on how to act in the Physical Interaction module. In CognAgent, information is a result of the change of perceived uncertainty, and therefore, consistent with the Information Theory. Owing to this explicitness of agents' cognition, the derived models become extendable to new technology and business models. Equity analysis related to cognitive limitations such as vision and hearing loss becomes also natural. The numerical example models explicitly humans and autonomous vehicles with heterogeneous information transmission, perception, and risk preference.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569322","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569322","","Transportation;Computational modeling;Cognition;Analytical models;Sensors;Radar;Artificial intelligence","cognition;decision making;multi-agent systems;traffic information systems;transportation","heterogeneous information transmission;cognitive framework;unifying human;artificial intelligence;transportation systems modeling;business models;modeling framework;CognAgent;modeling approach;autonomous entities;model flexibility;heterogeneous agents;single blueprint agent;derived models;cognitive limitations;physical interaction module","","","14","","","","","IEEE","IEEE Conferences"
"Vehicle Routing to Mitigate Human Exposure to Traffic-Related Air Pollutants","J. Luo; M. J. Barth; K. Boriboonsomsin","NA; NA; NA","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","2765","2770","Intelligent Transportation System (ITS) technology often aims at improving traffic safety and mobility. In recent years, a number of ITS applications have also been developed to reduce environmental impacts from greenhouse gases and pollutant emissions. Typical eco-friendly ITS applications (e.g., eco-routing) focus on reducing overall vehicle emissions. However, pollutant emissions from vehicles would cause more adverse impacts on public health where there are more population living closer to the emission sources (i.e., roadways). To date, eco-friendly ITS applications have not been developed from a pollutant exposure point of view. In this paper, we introduce a new vehicle routing method that goes beyond minimizing overall pollutant emissions; instead, we aim to minimize pollutant exposure to the localized population along the roadways. As part of the method, the human inhaled mass of pollutants is modeled and used as part of the routing cost. Modeling results show that the inhaled mass of fine particulate matter for the selected susceptible population can be reduced by approximately 30% - 80% on a typical workday with the implementation of the proposed vehicle routing method.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569501","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569501","route plan;mobile-source;emission;pollution;exposure","Atmospheric modeling;Vehicle routing;Routing;Roads;Sociology;Statistics;Dispersion","aerosols;air pollution;atmospheric techniques;road traffic;vehicle routing","human exposure;traffic-related air pollutants;Intelligent Transportation System;traffic safety;pollutant emissions;typical eco-friendly ITS applications;eco-routing;vehicle emissions;emission sources;vehicle routing method;human inhaled mass;routing cost;ITS technology;fine particulate matter","","","29","","","","","IEEE","IEEE Conferences"
"Bayesian classifier for Route prediction with Markov chains","J. P. Epperlein; J. Monteil; M. Liu; Y. Gu; S. Zhuk; R. Shorten","IBM Research, Ireland; IBM Research, Ireland; University College Dublin, Ireland; University College Dublin, Ireland; IBM Research, Ireland; IBM Research, Ireland","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","677","682","We present here a general framework and a specific algorithm for predicting the destination, route, or more generally a pattern, of an ongoing journey, building on the recent work of [1]. In the presented framework, known journey patterns are modelled as stochastic processes, emitting the road segments visited during the journey, and the ongoing journey is predicted by updating the posterior probability of each journey pattern given the road segments visited so far. In this contribution, we use Markov chains as models for the journey patterns, and consider the prediction as final, once one of the posterior probabilities crosses a predefined threshold. Despite the simplicity of both, examples run on a synthetic dataset demonstrate high accuracy of the made predictions.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569895","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569895","","Markov processes;Roads;Hidden Markov models;Predictive models;Trajectory;Prediction algorithms","Bayes methods;Markov processes;pattern classification;traffic engineering computing","road segments;Markov chains;journey pattern;posterior probabilities crosses;route prediction;stochastic processes;posterior probability;Bayesian classifier","","","12","","","","","IEEE","IEEE Conferences"
"Vehicular Edge Cloud Computing: Depressurize the Intelligent Vehicles Onboard Computational Power","X. Li; Y. Dang; T. Chen","School of Information Science & Engineering, Central South University, Changsha, China; University of Oregon, Eugene, OR, USA; School of Information Science & Engineering, Central South University, Changsha, China","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","3421","3426","Recently, with the rapid development of autonomous vehicles and connected vehicles, the demands of vehicular computing keep continuously growing. We notice a constant and limited onboard computational ability can hardly keep up with the rising requirements of the vehicular system and software application during their long-term lifetime, and also at the same time, the vehicles onboard computation causes an increasingly higher vehicular energy consumption. Therefore, we suppose to build a vehicular edge cloud computing (VECC) framework to resolve such a vehicular computing dilemma. In this framework, potential vehicular computing tasks can be executed remotely in an edge cloud within their time latency constraints. Simultaneously, an effective wireless network resources allocation scheme is one of the essential and fundamental factors for the QoS (quality of Service) on the VECC. In this paper, we adopted a stochastic fair allocation (SFA) algorithm to randomly allocate minimum required resource blocks to admitted vehicular users. The numerical results show a great effectiveness of energy efficiency in VECC.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569286","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569286","vehicular edge computing;computing offloading;wireless resource allocation;energy efficiency","Cloud computing;Resource management;Task analysis;Wireless communication;Energy consumption;Mathematical model;Intelligent vehicles","cloud computing;intelligent transportation systems;mobile radio;quality of service;resource allocation;stochastic processes;telecommunication power management","vehicular edge cloud computing;intelligent vehicles onboard computational power;autonomous vehicles;vehicular system;wireless network resources allocation scheme;vehicular computing tasks;vehicular energy consumption;quality of service;stochastic fair allocation algorithm","","","16","","","","","IEEE","IEEE Conferences"
"Spatiotemporally Consistent Smooth Speed Profiles for Autonomous Driving","B. C. Heinrich; A. Frericks; H. Wuensche","Institute for Autonomous Systems Technology (TAS), Universität der Bundeswehr Munich, Neubiberg, Germany; Institute for Autonomous Systems Technology (TAS), Universität der Bundeswehr Munich, Neubiberg, Germany; Institute for Autonomous Systems Technology (TAS), Universität der Bundeswehr Munich, Neubiberg, Germany","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","1461","1466","Graph-based trajectory planning algorithms such as A*, Dijkstra or RRT use motion primitives to generate obstacle-free trajectories. A common method is the use of piecewise constant acceleration profiles along these primitives to avoid high computational complexity. However, the resulting trajectories can be uncomfortable to drive for the passengers due to the abrupt changes in the acceleration. In this paper, we present three different methods to smoothen given trajectories which are discontinuous in their acceleration profile, while complying with the given lengths as well as times. Due to the latter, safety is still guaranteed while the driving comfort is increased. Our approach allows to decrease the complexity of the trajectory-generation problem by relaxing the driving-comfort requirements on the initial creation and shifting it to a second smoothing step.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569465","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569465","","Trajectory;Acceleration;Planning;Optimization;Spatiotemporal phenomena;Vehicle dynamics;Autonomous vehicles","collision avoidance;computational complexity;graph theory;mobile robots;path planning;road vehicles;trajectory control","autonomous driving;graph-based trajectory planning algorithms;motion primitives;obstacle-free trajectories;piecewise constant acceleration profiles;acceleration profile;driving comfort;trajectory-generation problem;driving-comfort requirements;speed profiles;computational complexity","","","11","","","","","IEEE","IEEE Conferences"
"Reliable bus dispatching times by coupling Monte Carlo evaluations with a Genetic Algorithm","K. Gkiotsalitis; F. Alesiani","University of Twente, Center for Transport Studies, Enschede, 7522LW, The Netherlands; Data Science Applications Group, NEC Laboratories Europe, Kurfuerstenanlage 36, Heidelberg, 69115, Germany","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","926","932","Bus operators plan the dispatching times of their daily trips based on the average values of their travel times. Given the trip travel time uncertainty though, the performance of the daily operations is different than expected impacting the service regularity and the expected waiting times of passengers at stops. To address this problem, this work develops a model that considers the travel time uncertainty when planning the dispatching times of trips. In addition, it introduces a minimax approach combining Monte Carlo evaluations with a Genetic Algorithm for computing dispatching times which are robust to travel time variations. This approach is tested in a circular bus line of a major bus operator in Asia Pacific (APAC) using 4 months of Automated Vehicle Location (AVL) and Automated Fare Collection (AFC) data for analyzing the travel time uncertainty and computing robust dispatching times. In addition, 1 month of data is used for validation purposes demonstrating a potential service regularity improvement of 5.5% in the average case and ≃22% in worst-case scenarios.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569644","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569644","Tactical Planning;Timetable reliability;Travel time uncertainty;Robust bus scheduling","Dispatching;Planning;Uncertainty;Optimization;Time-frequency analysis;Reliability","genetic algorithms;minimax techniques;Monte Carlo methods;public transport;road traffic","Monte Carlo evaluations;bus operator;travel times;expected waiting times;travel time uncertainty;time variations;circular bus line;genetic algorithm;bus dispatching times;minimax approach","","","38","","","","","IEEE","IEEE Conferences"
"MoVE: Test Case for Electric Carsharing at Itaipu","A. Vanzella; G. Zat; H. V. Scherer; L. L. L. Alves; D. J. Fraga","LASSE, Itaipu Technological Park, Foz do Iguassu, Brazil; LASSE, Itaipu Technological Park, Foz do Iguassu, Brazil; LASSE, Itaipu Technological Park, Foz do Iguassu, Brazil; LASSE, Itaipu Technological Park, Foz do Iguassu, Brazil; CI-MES, Itaipu Binacional, Foz do Iguassu, Brazil","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","1562","1567","The idea of sharing resources is a world tendency that is spreading quickly because people's behavior is continually changing due to a lot of variables, such as easy access to technology. Some examples that can illustrate this transformation are: Airbnb, Couchsurfing and Uber. Taking a look from a perspective that comprises both economy and environmental issues, vehicle sharing is a concept that brings a lot of easiness and benefits for those who used as a sustainable means of locomotion. This paper aims to contribute with a sustainable vision already adopted by Itaipu Binacional, the most important hydroelectric power plant in Brazil. To achieve this, a carsharing platform (MoVE) was developed to include electric vehicles to be used by Itaipu employees. Trying to achieve high scalability, MoVE platform offers an API that allows communication with any hardware that is capable of collecting vehicle data.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569823","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569823","carsharing;sustainability;electric vehicle;environment","Electric vehicles;Companies;Monitoring;Servers;Authorization;Password","electric vehicles;hydroelectric power stations;sustainable development","test case;electric carsharing;environmental issues;vehicle sharing;sustainable vision;Itaipu Binacional;Brazil;carsharing platform;electric vehicles;Itaipu employees;vehicle data;hydroelectric power plant","","","27","","","","","IEEE","IEEE Conferences"
"Comparison of Microscopic and Mesoscopic Traffic Modeling Tools for Evacuation Analysis","M. A. Aljamal; H. A. Rakha; J. Du; I. El-Shawarby","Center for Sustainable Mobility at VTTI, Blacksburg, VA, 24060, USA; Center for Sustainable Mobility at VTTI, Blacksburg, VA, 24060, USA; Center for Sustainable Mobility at VTTI, Blacksburg, VA, 24060, USA; Center for Sustainable Mobility at VTTI, Blacksburg, VA, 24060, USA","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","2321","2326","Evacuation activities can be evaluated using different simulation models. However, recently, microscopic simulation models have become a more popular tool for this purpose. The objectives of this study are to model multiple evacuation scenarios and to compare a microscopic traffic simulation tool (in this case INTEGRATION) against a mesoscopic traffic simulation tool (MATSim). Given that the demand was the same for both models, the comparison was achieved based on two indicators: estimated evacuation time and average trip duration. The results show that the estimated evacuation times in both models are similar since the input traffic demand governed this measure. However, the evaluation also shows a considerable difference between the two models in the average trip duration. The microscopic traffic simulation tool produces logical results with trip durations increasing with increased traffic demand levels and decreasing road capacity scenarios, whereas the average trip duration using the mesoscopic simulation tool decreases with increasing demand levels and increasing road capacity scenarios.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569290","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569290","Evacuation Modeling;Microscopic Simulation;Disaster","Meteorology;Microscopy;Software;Computational modeling;Planning;Tools;Traffic control","digital simulation;mesoscopic systems;road traffic;road vehicles;roads;traffic engineering computing","mesoscopic traffic modeling tools;evacuation analysis;evacuation activities;multiple evacuation scenarios;microscopic traffic simulation tool;mesoscopic traffic simulation tool;estimated evacuation time;average trip duration;traffic demand levels;road capacity scenarios;microscopic traffic modeling tools;MATSim","","","21","","","","","IEEE","IEEE Conferences"
"A Hybrid Dynamic-Kinematic EKF for Train Trajectory Estimation","P. G. Sessa; V. De Martinis; F. Corman","IVT Institut fur Verkehrsplanung und Transportsysteme, ETH Zurich, Zurich, Switzerland; IVT Institut fur Verkehrsplanung und Transportsysteme, ETH Zurich, Zurich, Switzerland; IVT Institut fur Verkehrsplanung und Transportsysteme, ETH Zurich, Zurich, Switzerland","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","2297","2302","This paper proposes a Hybrid Dynamic-Kinematic Extended Kalman Filter (EKF) for the online estimation of train position, velocity and acceleration along the track. In the proposed EKF commonly used kinematic measurements are fused with dynamic information, i.e. active power used, to obtain more accurate estimates. This also results in an onboard-only measurements based model that will enable the implementation of next generation traffic management systems. Two case studies, based on real data of train runs on a Swiss line, are presented to demonstrate the goodness of the proposed approach.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569787","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569787","Dynamic;Kinematic;Kalman Filter;Trajectory;Power","Kinematics;Kalman filters;Acceleration;Dynamics;Vehicle dynamics;Position measurement;Estimation","Kalman filters;next generation networks;nonlinear filters;position measurement","onboard-only measurements;train runs;train trajectory estimation;online estimation;train position;kinematic measurements;dynamic information;active power;hybrid dynamic-kinematic EKF;next generation traffic management systems","","","27","","","","","IEEE","IEEE Conferences"
"Long-Term Vehicle Localization Using Compressed Visual Experiences","Y. Naiming; T. Kanji; F. Yichu; F. Xiaoxiao; I. Kazunori; I. Yuuki","Graduate School of Engineering, University of Fukui, Japan; Graduate School of Engineering, University of Fukui, Japan; Graduate School of Engineering, University of Fukui, Japan; Graduate School of Engineering, University of Fukui, Japan; Graduate School of Engineering, University of Fukui, Japan; Graduate School of Engineering, University of Fukui, Japan","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","2203","2208","Vision-based global localization without a prior location estimate is a fundamental task for safe and efficient vehicle navigation in GPS-denied environments. Cross-season localization, in which query and database images involve different seasons is one of the most challenging task scenarios, owing to appearance variations among seasons. Because of recent advances in deep convolutional neural networks (DCNs) and transfer learning techniques, the task can be solved accurately by training and fine-tuning a DCN-based visual place classifier. However, the direct implementation of this would require collecting and storing a large amount of visual experiences (i.e., training data) for every new season, which is impractical. The goal of our study is to suppress the space cost for long-term memory and to develop a constant cost framework for long-term global localization. Moreover, we formulate and consider the task of experience compression as a scheduling problem of how to choose the part of the previous season's experience that is to be replaced with the current season's experience, to achieve an optimal tradeoff between localization accuracy and training efficiency. Experimental results using the publicly available North Campus Long-Term autonomy dataset validate the efficacy of our proposed approach.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569966","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569966","","Visualization;Training;Task analysis;Training data;Image reconstruction;Cameras;Next generation networking","convolution;feedforward neural nets;Global Positioning System;learning (artificial intelligence);robot vision;traffic engineering computing","deep convolutional neural networks;learning techniques;DCN-based visual place classifier;data collection;data storage;data training;long-term vehicle localization;north campus long-term autonomy dataset;database images;cross-season localization;GPS-denied environments;safe vehicle navigation;prior location estimate;vision-based global localization;compressed visual experiences","","","24","","","","","IEEE","IEEE Conferences"
"Fast Maneuver Planning for Cooperative Automated Vehicles","D. Heß; R. Lattarulo; J. Pérez; J. Schindler; T. Hesse; F. Köster","Deutsches Zentrum für Luft- und Raumfahrt, Lilienthalpl. 7, Braunschweig, 38108, Germany; Tecnalia Research and Innovation, Derio, Vizcaya, 48160, Spain; Tecnalia Research and Innovation, Derio, Vizcaya, 48160, Spain; Deutsches Zentrum für Luft- und Raumfahrt, Lilienthalpl. 7, Braunschweig, 38108, Germany; Deutsches Zentrum für Luft- und Raumfahrt, Lilienthalpl. 7, Braunschweig, 38108, Germany; Deutsches Zentrum für Luft- und Raumfahrt, Lilienthalpl. 7, Braunschweig, 38108, Germany","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","1625","1632","A lane following and lane changing maneuver planning method for automated vehicles is investigated, which is capable of evaluating and incorporating cooperative agreements between several automated vehicles. An application level cooperation protocol is discussed, which allows vehicles to negotiate space time reservations in conflict areas via Vehicle-to-Vehicle communication. The planning method is based on decoupling of longitudinal and lateral movement directions, formulation of convex quadratic programming problems and input-output linearization for recovery of a full state reference trajectory and feed-forward controls. Several different lane following and merging maneuvers can be planned in one update cycle in order to support an informed selection of the currently best driving strategy. We demonstrate and evaluate the communication protocol and the maneuver planning method on cooperative lane changing scenarios with a physical automated vehicle as well as in a real time simulation.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569791","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569791","","Planning;Trajectory;Merging;Safety;Hidden Markov models;Protocols;Bicycles","convex programming;feedforward;linearisation techniques;path planning;protocols;quadratic programming;road traffic control;road vehicles;trajectory control","cooperative automated vehicles;lane changing maneuver planning method;application level cooperation protocol;space time reservations;longitudinal movement directions;lateral movement directions;convex quadratic programming problems;communication protocol;physical automated vehicle;vehicle-to-vehicle communication;lane following maneuver planning method;input-output linearization;full state reference trajectory;feed-forward controls","","","22","","","","","IEEE","IEEE Conferences"
"Effective Multi-region Traffic Control and Demand Management Using an Overlay Route-Reservation Scheme","C. Menelaou; P. Kolios; S. Timotheou; C. G. Panayiotou","Department of Electrical and Computer Engineering, University of Cyprus, KIOS Research and Innovation Center of Excellence; Department of Electrical and Computer Engineering, University of Cyprus, KIOS Research and Innovation Center of Excellence; Department of Electrical and Computer Engineering, University of Cyprus, KIOS Research and Innovation Center of Excellence; Department of Electrical and Computer Engineering, University of Cyprus, KIOS Research and Innovation Center of Excellence","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","1852","1857","In this work, we assume that a heterogeneous urban area is partitioned into multiple homogeneous regions. The proposed approach creates an overlay graph which is used by the reservation architecture to control the traffic flow within each region. In this framework, a vehicle is allowed to enter a region only if it is anticipated that the region will not exceed its critical capacity during the time-interval that the vehicle will require to traverse an urban region. When a vehicle is about to start its journey, it informs a road side unit (RSU) about its origin and destination. Then the RSU responds with the starting time and the path to be followed by the vehicle. The given starting time manages each region's inflow while the given path avoids regions that are expected to be at capacity when the vehicle is expected to traverse the particular region. In this paper, the route-reservation problem is formulated and heuristic solutions are proposed to solve it in an online fashion. Finally, micro-simulations across an area of San Francisco are conducted to demonstrate the gains of the proposed approach.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569970","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569970","","Roads;Urban areas;Computer architecture;Vehicle dynamics;Vehicles;Europe","collision avoidance;graph theory;road traffic","overlay route-reservation scheme;heterogeneous urban area;multiple homogeneous regions;overlay graph;reservation architecture;traffic flow;critical capacity;urban region;RSU responds;route-reservation problem","","","20","","","","","IEEE","IEEE Conferences"
"Visual Quality Enhancement Of Images Under Adverse Weather Conditions","J. Mukherjee; K. Praveen; V. Madumbu","NVIDIA Bangalore, India; NVIDIA Bangalore, India; NVIDIA Bangalore, India","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","3059","3066","The visual quality of an image captured by vision systems can degrade significantly under adverse weather conditions. In this paper we propose a deep learning based solution to improve the visual quality of images captured under rainy and foggy circumstances, which are among the prominent and common weather conditions that attribute to bad image quality. Our convolutional neural network(CNN), NVDeHazenet learns to predict both the original signal as well as the atmospheric light to finally restore image quality. It outperforms the existing state of the art methods by evaluation on both synthetic data as well as real world hazy images. The deraining CNN, NVDeRainNet shows similar performance on existing rain datasets as the state of the art. On natural rain images NVDeRainNet shows better than state of the art performance. We show the use of perceptual loss to improve the visual quality of results. These networks require considerable amount of data under adverse weather conditions and their respective ground truth for training. For this purpose we use a weather simulation framework to simulate synthetic rainy and foggy environments. This data is augmented with existing rain datasets to train the networks.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569536","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569536","deraining;dehazing;cnn;deep learning","Rain;Task analysis;Visualization;Atmospheric modeling;Convolution","convolution;feedforward neural nets;fog;image capture;image enhancement;image restoration;learning (artificial intelligence);rain","adverse weather conditions;deep learning;natural rain images NVDeRainNet;weather simulation framework;convolutional neural network;visual quality enhancement;image capture;CNN;NVDeHazenet","","","34","","","","","IEEE","IEEE Conferences"
"Estimating Future Travel Costs for Autonomous Vehicles (AVs) and Shared Autonomous Vehicles (SAVs)","L. Lim; A. M. Tawfik","Department of Civil and Geomatics Engineering, California State University, Fresno; Department of Civil and Geomatics Engineering, California State University, Fresno","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","1702","1707","Existing costs show that on average, Americans are spending approximately $.54 per mile for driving individually-owned (IO) vehicles. This value is based on factors such as fuel, maintenance, insurance, registration, parking, tolls and depreciation. Many of these factors will be affected with the arrival of autonomous vehicles (AVs) and more specifically, Shared Autonomous Vehicle (SAV) systems. For the purposes of realizing the advantages of future AVs and SAVs, a better understanding of future costs of travel is necessary. The goal of this research work is to estimate future travel costs using each of the AV and SAV Systems. These cost estimates would be crucial in evaluating the impacts of these technologies on future mobility and society. For this purpose, extensive literature reviews were conducted and a model was developed to analyze and evaluate the future travel costs using each of the AV and SAV systems. Results of this work indicate that future travel costs using SAV systems are likely to be substantially lower than those of using AV systems. This may lead to a disruption that can ultimately influence consumers to switch from owning a vehicle to on-demand mobility services.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569715","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569715","","Insurance;Finance;Fuels;Automobiles;Maintenance engineering;Companies;Ice","consumer behaviour;costing;mobility management (mobile radio);vehicular ad hoc networks","future travel costs;Shared Autonomous Vehicle systems;cost estimates;future mobility;SAV systems;on-demand mobility services","","","21","","","","","IEEE","IEEE Conferences"
