"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Autonomic caching management in industrial smart gateways","P. Lalanda; J. Mertz; I. Nunes","University Grenoble Alpes, LIG Laboratory, Grenoble, France 38058; Instituto de Informática-UFRGS, Porto Alegre, Brazil 91501-970; Instituto de Informática-UFRGS, Porto Alegre, Brazil 91501-970","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","26","31","Pervasive platforms are used to run applications near devices. They provide a development model and a set of technical services, also called non-functional services, being context management one of them. This service provides applications with information collected from the environment. It has to anticipate the applications needs, making contextual data available at any time. This can be complex because devices placed in the environment cannot be constantly accessed due to energy saving needs, a major issue in most pervasive settings. In this paper, we provide a caching-based solution, focusing on a pervasive platform specialized for smart homes, called iCasa. This platform includes a service-oriented context module, which monitors the running applications needs, both current and future. Our solution consists of tracking application needs and context information to achieve an optimal caching configuration, regarding a multi-application pervasive environment. This caching configuration can decrease device power consumption due to the reduction of unnecessary network communications between platform and devices.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387632","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387632","pervasive platform;caching;context awereness","Logic gates;Computer architecture;Runtime;Java;Context modeling;Smart homes","cache storage;home automation;internetworking;ubiquitous computing","autonomic caching management;industrial smart gateways;pervasive platform;development model;technical services;nonfunctional services;context management;contextual data;pervasive settings;smart homes;context module;running applications;context information;optimal caching configuration;multiapplication pervasive environment;device power consumption;iCasa","","","19","","","","","IEEE","IEEE Conferences"
"Design and implementation of a dependable CPSoC for automotive applications","G. Ali; H. Ebrahimi; J. Pathrose; H. G. Kerkhoff","Testable Design and Test of Integrated Systems (TDT) Group, CTIT Research Institute, Enschede, the Netherlands; Testable Design and Test of Integrated Systems (TDT) Group, CTIT Research Institute, Enschede, the Netherlands; Testable Design and Test of Integrated Systems (TDT) Group, CTIT Research Institute, Enschede, the Netherlands; Testable Design and Test of Integrated Systems (TDT) Group, CTIT Research Institute, Enschede, the Netherlands","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","246","251","Safety-critical cyber-physical systems-on-chip, consisting of analog/mixed-signal front- and back-ends combined with massive digital many-processor cores, are being increasingly applied. The imminent collision detection chip for cars is an example of this and such a complex system requires zero downtime and a very high dependability. By on-line monitoring the health status of processor cores and IPs and taking counteractions, we have accomplished this goal via IJTAG-compatible embedded instruments and appropriate embedded software. An IJTAG-compatible Iddt monitor has been designed, a slack-delay embedded instrument for detecting timing issues, as well as a monitor for detecting intermitted resistive faults in interconnections. By the on-chip replacement of degraded (non-healthy) cores, the lifetime can be increased by a factor of around four of our mixed-signal cyber-physical systems-on-chip.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387667","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387667","CPSoC;Industrial cyber-physical systems;Robust Automotive Systems;Dependability;System Awareness;IJTAG embedded instruments;IDDT& slack-delay and IRF monitors","Cyber-physical systems;Robustness;Automotive engineering;Instruments;Monitoring;Acoustics;Sensor systems","automotive electronics;automotive engineering;cyber-physical systems;embedded systems;integrated circuit testing;mixed analogue-digital integrated circuits;multiprocessing systems;system-on-chip","zero downtime;IJTAG-compatible embedded instruments;IJTAG-compatible Iddt monitor;slack-delay embedded instrument;on-chip replacement;dependable CPSoC;automotive applications;imminent collision detection chip;cars;complex system;embedded software;safety-critical cyber-physical systems-on-chip;analog-mixed-signal front-ends;analog-mixed-signal back-ends;digital many-processor cores;mixed-signal cyber-physical systems-on-chip","","1","24","","","","","IEEE","IEEE Conferences"
"Maximizing industrial IoT network lifetime under latency constraints through edge data distribution","T. P. Raptis; A. Passarella; M. Conti","Institute of Informatics and Telematics, National Research Council, Pisa, Italy; Institute of Informatics and Telematics, National Research Council, Pisa, Italy; Institute of Informatics and Telematics, National Research Council, Pisa, Italy","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","708","713","Maintaining critical data access latency requirements and ensuring efficient energy consumption on the field devices are two important challenges of Industry 4.0. The traditional, centralized industrial networks which offer primitive data distribution functions, might be incapable of meeting such strict requirements. In this paper, in order to overcome this issue, we focus on a network of resource constraint IoT devices, and exploit the presence of a few more capable Edge nodes that act as distributed local data storing proxies for all IoT devices. We show that, given the proxy locations in the network, the initial energy supplies of the nodes, a pattern of data requests from IoT devices, and the maximum access latency that consumer nodes can tolerate, the problem of finding how to distribute the data on the Edge nodes maximizing the network lifetime is computationally hard. We design an offline centralized heuristic algorithm for identifying which paths in the network the data should follow and on which proxies they should be cached, in order to meet the data access latency constraint and to maximize the network lifetime. We implement the method and evaluate its performance using a testbed of IEEE 802.15.4-enabled network nodes. We demonstrate that the proposed heuristic (i) guarantees data access latency below the given threshold, and (ii) performs well in terms of network lifetime with respect to a theoretically optimal solution.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390794","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390794","Industry 4.0;Data Management;Internet of Things;Energy Efficiency;Wireless Networks","Wireless communication;Industries;Production facilities;Schedules;IEEE 802.15 Standard;Internet of Things;Routing","distributed processing;Internet of Things;power aware computing;resource allocation","data access latency constraint;maximizing industrial IoT network lifetime;edge data distribution;distributed local data storing proxies;proxy locations;energy consumption;offline centralized heuristic algorithm","","","16","","","","","IEEE","IEEE Conferences"
"Industrial cyber physical systems: A survey for control-engineering tools","M. Jbair; B. Ahmad; M. H. Ahmad; R. Harrison","WMG, University of Warwick, CV4 7AL, Coventry, West Midlands, UK; WMG, University of Warwick, CV4 7AL, Coventry, West Midlands, UK; WMG, University of Warwick, CV4 7AL, Coventry, West Midlands, UK; WMG, University of Warwick, CV4 7AL, Coventry, West Midlands, UK","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","270","276","Cyber Physical Systems (CPS) play significant role in shaping smart manufacturing systems. CPS integrate computation with physical processes where behaviors are represented in both cyber and physical parts of the system. In order to understand CPS in the context of smart manufacturing, an overview of CPS technologies, components, and relevant standards is presented. A detailed technical review of the existing engineering tools and practices from major control vendors has been conducted. Furthermore, potential research areas have been identified in order to enhance the tools functionalities and capabilities in supporting CPS development process.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387671","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387671","Cyber Physical Systems;Smart Manufacturing RAMI4.0;IoT Connectivity;Cyber Security","Tools;Iterative closest point algorithm;Standards;Computer architecture;Smart manufacturing;Computer security","control engineering computing;cyber-physical systems;intelligent manufacturing systems;production engineering computing;reviews","industrial cyber physical systems;control-engineering tools;smart manufacturing systems;tools functionalities;CPS development process;technical review","","","31","","","","","IEEE","IEEE Conferences"
"Social ethics in Internet of Things: An outline and review","A. Shahraki; Ø. Haugen","Faculty of Computer Sciences/ Department of Informatics, Østfold University College/ University of Oslo, Halden / Oslo, Norway; Faculty of Computer Sciences, Østfold University College, Halden, Norway","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","509","516","Internet of Things(IoT) is still in infancy. There are concerns that IoT can jeopardize privacy as side-effects of providing the desired services. Social effects of IoT should be considered as an important part of IoT-human interaction. The interaction between IoT entities and people's lives makes it more necessary to have full transparency such that people themselves can evaluate how the IoT affects their lives. Trust between people and IoT industry is a significant issue for a more mature IoT. This paper reviews the different aspects of social ethics in IoT including equity, equality, and trustability. Effects of IoT in social human life and vital factors are explained. We review different factors that can increase the acceptance of IoT. The core of the paper is designing a guideline to interact with IoT from a social perspective. Finally, general policies are suggested for a roadmap for the future.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390757","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390757","Internet of Things;Social Ethics;Ethical Issues;IoT policies;Cyber Physical Systems","Internet;Safety;Security;Temperature sensors;Automobiles;Privacy","data privacy;ethical aspects;Internet;Internet of Things","social ethics;IoT-human interaction;social human life;jeopardize privacy;Internet of things","","","57","","","","","IEEE","IEEE Conferences"
"Formation control of a group of unmanned aerial vehicles with data exchange over a packet erasure channel","S. Tomashevich; B. Andrievsky; A. L. Fradkov","ITMO University, Saint Petersburg, Russia; Institute of Problems in Mechanical Engineering of RAS, Saint Petersburg, Russia; Institute of Problems in Mechanical Engineering of RAS, Saint Petersburg, Russia","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","38","43","In the paper an adaptive binary coding/decoding procedure of data transmission over the limited capacity packet erasure communication channel is numerically studied by example of unmanned aerial vehicles formation control over the communication network. Dependence of tracking accuracy on data erasure probability p is found based on the simulations.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387634","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387634","formation control;adaptive coding;erasure channel","Communication channels;Observers;Unmanned aerial vehicles;Encoding;Data communication;Adaptive coding;Earth","autonomous aerial vehicles;binary codes;channel coding;decoding;electronic data interchange;probability;telecommunication channels","communication network;data exchange;packet erasure channel;data transmission;communication channel;unmanned aerial vehicles formation control;data erasure probability;adaptive binary coding/decoding","","","36","","","","","IEEE","IEEE Conferences"
"Emulation-in-the-loop for simulation and testing of real-time critical CPS","P. R. Oliveira; M. Meireles; C. Maia; L. M. Pinho; G. Gouveia; J. Esteves","CISTER Research Centre, School of Engineering of the Polytechnic Institute of Porto, Porto, Portugal; CISTER Research Centre, School of Engineering of the Polytechnic Institute of Porto, Porto, Portugal; CISTER Research Centre, School of Engineering of the Polytechnic Institute of Porto, Porto, Portugal; CISTER Research Centre, School of Engineering of the Polytechnic Institute of Porto, Porto, Portugal; Critical Software, Coimbra, Portugal; Critical Software, Coimbra, Portugal","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","258","263","Complex cyber-physical systems are more and more a set of components working tightly coupled, with little or no human intervention. Assessing the correctness of these systems by testing components individually, one-by-one, is obviously not sufficient, being required to also test and validate the overall system. KhronoSim is a modular and extensible platform for testing cyber-physical systems in closed-loop, which enables the integration of simulation models and platform emulators to build a closed loop test environment. This paper presents the emulator module of KhronoSim, developed to integrate the well-known QEMU emulator in the closed-loop testing platform.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387669","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387669","CPS;Emulation;Testing","Emulation;Instruction sets;Hardware;Computer architecture;Testing;Tools","closed loop systems;cyber-physical systems;program testing;real-time systems","emulation-in-the-loop;real-time critical CPS;complex cyber-physical systems;human intervention;KhronoSim;modular platform;extensible platform;closed loop test environment;QEMU emulator;closed-loop testing platform;cyber-physical systems testing","","","19","","","","","IEEE","IEEE Conferences"
"Modular augmented reality platform for smart operator in production environment","J. Um; J. Popper; M. Ruskowski","Technologie-Initative SmartFactoryKL, Kaiserslautern, Germany; Technologie-Initative SmartFactoryKL, Kaiserslautern, Germany; IFS - Innovative Fabriksysteme, Deutsches Forschungszentrum für, Künstliche Intelligenz, Kaiserslautern, Germany","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","720","725","The trend of mass customization requires highly flexible production systems, which pose a new challenge for workers. Numerous concepts using augmented reality technologies have been developed to offer support in manual assembly processes. Newer AR devices are equipped with more and more functions, such as microphones, speakers or multiple camera systems, which can be used to help workers. However, wearable devices offer only limited computational power and limited flexibility of their interface platform. This poses a challenge to heavy data transactions from various different sources and restrict the use for real-time responses, which are often necessary for applications in a factory. To overcome this limitation, the author of this paper proposes a combination of wearable devices with edge devices located on the shop floor. An augmented reality platform was constructed with modularized services by using the digital twin of the machine components and machine learning algorithms for object recognition. This is integrated in the factory environment to synchronize real machine components with their digital twin.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390796","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390796","Augmented reality;Smart Factory;Computer vision;Machine Learning;Digital Twin;Edge computing","Smart glasses;Servers;Cameras;Image edge detection;Machine learning algorithms;Production facilities","assembling;augmented reality;learning (artificial intelligence);mass production;object recognition;product customisation;production engineering computing;wearable computers","production environment;mass customization;highly flexible production systems;numerous concepts;augmented reality technologies;manual assembly processes;wearable devices;interface platform;real-time responses;modularized services;digital twin;machine components;factory environment;smart operator;AR devices;data transactions;modular augmented reality platform;machine learning algorithms;object recognition","","1","13","","","","","IEEE","IEEE Conferences"
"Maturity variations of PLC-based control software within a company and among companies from the same industrial sector","B. Vogel-Heuser; F. Ocker; E. Neumann","Technical University of Munich, Institute of Automation and Information Systems, 85748 Garching near Munich, Germany; Technical University of Munich, Institute of Automation and Information Systems, 85748 Garching near Munich, Germany; Technical University of Munich, Institute of Automation and Information Systems, 85748 Garching near Munich, Germany","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","283","290","Maturity of PLC based control software is the basis for flexible and adaptable automated Production Systems (aPS). Analyzing results from three self-assessment questionnaires and additional expert interviews on software maturity in aPS, this paper proves that there are typical maturity values and variations within the same company or within a specific industrial sector for selected companies. Additionally, this paper shows the large gap between the state of the art in research and the status in industry concerning MDE, OO and variant design.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387673","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387673","flexible manufacturing systems;methodologies and tools;automation systems;industrial informatics;modularity;reusability;variant and version management;industry survey","Companies;Software;Industries;Complexity theory;Automation;IEC Standards","production engineering computing;programmable controllers","maturity variations;PLC-based control software;self-assessment questionnaires;software maturity;typical maturity values;specific industrial sector;adaptable automated production systems;aPS","","1","14","","","","","IEEE","IEEE Conferences"
"Accented visualization by augmented reality for smart manufacturing aplications","A. Ivaschenko; A. Khorina; P. Sitnikov","Information Systems and Technologies Department, Samara National Research University, Samara, Russia; Information Systems and Technologies Department, Samara National Research University, Samara, Russia; Department of applied programming and technological innovations, ITMO University, Saint-Petersburg, Russia","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","519","522","Effective application of Augmented Reality user interfaces is one of the challenging trends of industrial cyber-physical systems development and implementation. Despite reach functionality of modern AR devices (like goggles, head mounted displays or tablets) the problem of their comfortable and productive use is not completely solved yet. To cover this gap, it is proposed in this paper to implement a new paradigm of “accented visualization” that allows adapting additional data presented by AR device according to the user's current interest, attention and focus. To provide such context driven functionality there was developed intelligent software based on eye tracking and capturing the user's focus in ontology as a knowledge base. Probation and testing of the proposed approach present 89 % of the solution efficiency.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390759","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390759","Augmented Reality;Factory 4.0;Automation;Accented Visualization;Decision making support","Data visualization;Object recognition;Maintenance engineering;Task analysis;Ontologies","augmented reality;cyber-physical systems;data visualisation;helmet mounted displays;intelligent manufacturing systems;ontologies (artificial intelligence);user interfaces","accented visualization;smart manufacturing applications;Augmented Reality user interfaces;industrial cyber-physical systems development;goggles;displays;tablets;additional data;AR device;context driven functionality;AR devices;ontology;knowledge base","","1","17","","","","","IEEE","IEEE Conferences"
"Towards viewpoint-oriented engineering for Industry 4.0: A standards-based approach","U. Kannengiesser; H. Müller","Research and Development, eneon IT-solutions GmbH, Linz, Austria; Institute for Business Informatics - Communications Engineering, Johannes Kepler University, Linz, Austria","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","51","56","Digitalised production based on networked, cyber-physical systems is the basis of the fourth industrial revolution (“Industry 4.0”). Yet, the adoption of this technology in practice remains a challenge for many companies. One of the main obstacles is the high complexity of Industry 4.0 applications, whose engineering requires multidisciplinary expertise that is usually fragmented among different stakeholders. This paper proposes a viewpoint-oriented approach for engineering Industry 4.0 applications, aiming to better adapt system models to the various stakeholders and concerns. The approach uses a combination of existing or emerging standards in the areas of systems and software engineering (ISO/IEC/IEEE 42010:2011) and Industry 4.0 (RAMI 4.0, IEC 61131-3). On this basis, the paper elaborates the notion of viewpoints with respect to their modelling and implementation including an industrial use case.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387636","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387636","Viewpoints;Systems Engineering;Industry 4.0;RAMI 4.0;ISO/IEC/IEEE 42010;2011","Industries;Stakeholders;Modeling;IEC Standards;ISO Standards","IEC standards;IEEE standards;ISO standards;production engineering computing;software engineering","standards-based approach;digitalised production;cyber-physical systems;fourth industrial revolution;multidisciplinary expertise;viewpoint-oriented approach;engineering Industry;system models;software engineering;IEC 61131-3;industrial use case;viewpoint-oriented engineering;ISO/IEC/IEEE 42010:2011","","1","29","","","","","IEEE","IEEE Conferences"
"Petri nets methodology for the design and control of migration processes towards industry 4.0","A. Cachada; F. Pires; J. Barbosa; P. Leitão; A. Calà","Research Centre in Digitalization and Intelligent Robotics (CeDRI), Instituto Politécnico de Bragança, Campus de Santa Apolónia, 5300-253 Bragança, Portugal; Research Centre in Digitalization and Intelligent Robotics (CeDRI), Instituto Politécnico de Bragança, Campus de Santa Apolónia, 5300-253 Bragança, Portugal; Research Centre in Digitalization and Intelligent Robotics (CeDRI), Instituto Politécnico de Bragança, Campus de Santa Apolónia, 5300-253 Bragança, Portugal; Research Centre in Digitalization and Intelligent Robotics (CeDRI), Instituto Politécnico de Bragança, Campus de Santa Apolónia, 5300-253 Bragança, Portugal; Otto-v.-Guericke University, Universitätsplatz 2. 39106, Magdeburg, Germany","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","540","545","The fourth industrial revolution, commonly known as Industry 4.0, germinated in Germany as an industrial program of the government to reinvigorate the manufacturing sector. Nowadays, this change in the industrial paradigm has reached a global scale and is proposing to transform the traditional factories into more competitive, efficient and productive industries. In order to accomplish this goal it is necessary to establish methodologies to migrate from the traditional systems to innovative systems, namely those applying the Cyber-Physical Production Systems (CPPS) concepts. This paper proposes a methodology based on the Petri nets formalism for the modelling, analysis, validation and simulation of the migration process during the design phase and the control and monitoring of such processes during the implementation phase.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390763","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390763","Industry 4.0;Migration process;Petri nets","Analytical models;Process control;Mathematical model;Industries;Petri nets;Service-oriented architecture;Manufacturing","cyber-physical systems;design engineering;factory automation;manufacturing industries;Petri nets;process control;process monitoring;production engineering computing;production facilities","manufacturing sector;design phase;Germany;process monitoring;migration process control;cyber-physical production system;Petri nets formalism;industry 4.0 factories","","","29","","","","","IEEE","IEEE Conferences"
"A multi-bias recurrent neural network for modeling milling sensory data","G. Wang; M. A. Ben Sassi; R. Grosu","Institute of Computer Engineering, Vienna University of Technology, Austria; Department of Computer Systems Engineering, Mediterranean Institute of Technology, Tunis, Tunisia; Institute of Computer Engineering, Vienna University of Technology, Austria","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","71","78","Modeling high dimension sensory data is a key issue for Cyber-Physical Manufacturing Systems especially for milling process due to: (a) Sophisticated characteristics of input signals and (b) The complex procedure of processing sensory data. In this paper, we provide an End-to-End data modeling platform i.e., a multi-bias randomly connected recurrent neural network that makes use of recurrent structure and multi-bias to achieve efficient and accurate modeling performances. In order to tune the parameters of the proposed recurrent neural network (RNN), we apply a sampling method called Zoom-In-Zoom-Out (ZIZO) that helps RNN to quickly find a set of appropriate weights. We apply our technique to an empirical data set collected from NASA data repository and show that our method provides more precise and efficient results than existing methods.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387640","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387640","","Neurons;Data models;Recurrent neural networks;Tools;Biological neural networks;Hidden Markov models;Milling","cyber-physical systems;data models;manufacturing systems;milling;process control;recurrent neural nets;sampling methods","multibias recurrent neural network;modeling milling sensory data;modeling high dimension sensory data;milling process;multibias randomly connected recurrent neural network;recurrent structure;RNN;cyber-physical manufacturing systems;end-to-end data modeling platform;zoom-in-zoom-out;NASA data repository","","","35","","","","","IEEE","IEEE Conferences"
"Schedulability analysis for mixed critical cyber physical systems","L. Santinelli; D. Doose; G. Durrieu; F. Boniol; C. Lesire-Cabaniols; C. Grand","DTIS - ONERA France; DTIS - ONERA France; DTIS - ONERA France; DTIS - ONERA France; DTIS - ONERA France; DTIS - ONERA France","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","297","303","Mixed criticality systems combine applications with different levels of safety within the same platform. Those applications execute under different modes, each representing an execution condition that can be required at runtime. This work proposes a mixed criticality schedulability analysis which is a modified version of the earliest deadline first scheduling paradigm. The analysis covers every possible execution condition by providing schedulability that is parametrized by the safety level. Besides, sensitivity analysis is developed for evaluating the impact of mixing criticality to schedulability and defining trade-offs between resource usage and schedulability. Test cases of real-time cyber physical systems are investigated to validate the mixed criticality analysis framework presented.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387675","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387675","","Task analysis;Safety;Servers;Real-time systems;Processor scheduling;Computational modeling;Analytical models","cyber-physical systems;real-time systems;scheduling;sensitivity analysis","earliest deadline first scheduling paradigm;safety level;sensitivity analysis;real-time cyber physical systems;mixed critical cyber physical systems;mixed criticality schedulability analysis","","","23","","","","","IEEE","IEEE Conferences"
"Monitoring Industry 4.0 applications for security and safety standard compliance","A. Bicaku; C. Schmittner; M. Tauber; J. Delsing","University of Applied Sciences Burgenland - Eisenstadt, Austria; Austrian Institute of Technology - Vienna, Austria; University of Applied Sciences Burgenland - Eisenstadt, Austria; Luleå University of Technology - Luleå, Sweden","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","749","754","In Industry 4.0 independent entities shall inter-operate to allow flexible and customized production. To assure the parties that individual components are secured to inter-operate, we investigate automated standard compliance. The standard compliance is defined based on given sets of security and safety requirements from which are derived measurable indicator points. Those reflect configurations of systems recommended by security, safety or legally relevant standards and guidelines, which help to demonstrate the state of compliance. We propose in this paper an initial approach to automate such assessment when components are inter-operating with each other by using a monitoring and standard compliance verification framework. This will assure the parties that services or devices within their organizations operate in a secure and standard compliant way, without compromising the underlying infrastructure.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390801","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390801","","Standards;Security;Monitoring;Safety;Industries;Law;Guidelines","Internet;production engineering computing","security standard compliance;Industry 4.0 application monitoring;standard compliance verification framework;measurable indicator points;safety requirements;flexible production;Industry 4.0 independent entities;safety standard compliance","","","31","","","","","IEEE","IEEE Conferences"
"A fusion approach for the localization of humans in factory environments","F. Holzke; P. Danielis; F. Golatowski; D. Timmermann","Institute of Applied Microelectronics and CE, University of Rostock, Rostock, Germany; Institute of Applied Microelectronics and CE, University of Rostock, Rostock, Germany; Institute of Applied Microelectronics and CE, University of Rostock, Rostock, Germany; Institute of Applied Microelectronics and CE, University of Rostock, Rostock, Germany","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","59","64","Industrial automation increasingly relies on the automation and interconnection of formerly human operated transport machinery. Products are already moved by automated guided vehicles and machines like cranes may soon position themselves just in time based on context information. Human presence is however still required in some of these environments. This raises the question how to allow machines to sense a human's presence to enable context awareness functions and safety around autonomous machines. We propose a combination of Ultra-Wide Band (UWB) localization and Pedestrian Dead Reckoning (PDR) to achieve robust and reliable long- and short-term tracking of humans in an industrial environment. We highlight advantages and drawbacks of both localization methods, as well as current approaches to increase tracking accuracy of the individual technologies and their combination. Additionally, we present measurements using a Zero Velocity Update assisted PDR system and show that, under certain circumstances, the error of PDR can be reduced from 5% to 2% of the travelled distance. We also analyze the applicability of PDR correction methods in industrial environments. Our results show the potential of PDR for accurate short-term localization, supplanted by UWB to ensure long-term precision.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387638","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387638","","Sensors;Acceleration;Buildings;Measurement uncertainty;Base stations;Target tracking;Foot","automatic guided vehicles;control engineering computing;factory automation;materials handling equipment;mobile computing;sensor fusion;ubiquitous computing;ultra wideband communication","fusion approach;factory environments;industrial automation;interconnection;human operated transport machinery;automated guided vehicles;cranes;context information;human presence;context awareness functions;safety;autonomous machines;Ultra-Wide Band localization;UWB;Pedestrian Dead Reckoning;industrial environment;localization methods;tracking accuracy;Zero Velocity Update;PDR correction methods;short-term localization;long-term precision;industrial environments","","","25","","","","","IEEE","IEEE Conferences"
"Ship weather routing based on improved ant colony optimization algorithm","P. Li; H. Wang; D. He","State Key Laboratory of Integrated Optoelectronics, College of Electronic Science and Engineering, Jilin University, Changchun, Jilin Province, China; State Key Laboratory of Integrated Optoelectronics, College of Electronic Science and Engineering, Jilin University, Changchun, Jilin Province, China; State Key Laboratory of Integrated Optoelectronics, College of Electronic Science and Engineering, Jilin University, Changchun, Jilin Province, China","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","310","315","In this paper, the ant colony optimization (ACO) algorithm is introduced into the ship weather routing problem, aiming at finding the optimal route for transoceanic ships quickly, efficiently and accurately. The author has improved the traditional ACO algorithm in two aspects. Firstly, the ant moving rule is modified so that ants are more purposeful when searching for route points. Then, pheromone updating rule is improved to increase algorithm convergence speed and avoid local optima. Finally, the improved ACO algorithm is applied to the route optimization simulation experiment under the weather conditions. It has been verified that the improved ACO algorithm has better performance in route smoothness and convergence speed. The simulation results of MATLAB show that the algorithm can not only find a shorter distance route from starting point to end, but also ensure that the navigation time of the route is relatively short. Besides, the optimized route planned by the algorithm can also avoid the dangerous areas encountered in the course of navigation in time and ensure the safety of the ship at sea.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387677","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387677","weather routing;ant colony optimization;obstacle avoidance","Marine vehicles;Meteorology;Navigation;Routing;Optimization;Convergence;Ant colony optimization","ant colony optimisation;convergence;search problems;ships;vehicle routing","improved ant colony optimization algorithm;ship weather routing problem;optimal route;transoceanic ships;traditional ACO algorithm;ant moving rule;route points;pheromone updating rule;algorithm convergence speed;improved ACO algorithm;route optimization simulation experiment;weather conditions;route smoothness;shorter distance route;optimized route;MATLAB","","","17","","","","","IEEE","IEEE Conferences"
