,admin_name,capital,city,city_ascii,country,id,iso2,iso3,lat,lng,population
3442,Taipei,primary,Taipei,Taipei,Taiwan,1158881289.0,TW,TWN,25.0358,121.5683,6900273.0
2161,Sankt-Peterburg,admin,St. Petersburg,St. Petersburg,Russia,1643616350.0,RU,RUS,59.939,30.316,4553000.0
8025,Gyeongbuk,minor,Pohang,Pohang,"Korea, South",1410983252.0,KR,KOR,36.0209,129.3715,435266.0
2665,Chelyabinskaya Oblast’,admin,Chelyabinsk,Chelyabinsk,Russia,1643224011.0,RU,RUS,55.155,61.4387,1091000.0
4225,Steiermark,admin,Graz,Graz,Austria,1040184559.0,AT,AUT,47.0778,15.41,263234.0
6226,Matanzas,admin,Matanzas,Matanzas,Cuba,1192888416.0,CU,CUB,23.0415,-81.5775,146733.0
5785,Hebei,,Cangzhou,Cangzhou,China,1156698069.0,CN,CHN,38.3204,116.87,527681.0
2161,Sankt-Peterburg,admin,St. Petersburg,St. Petersburg,Russia,1643616350.0,RU,RUS,59.939,30.316,4553000.0
7726,Lombardy,admin,Milan,Milan,Italy,1380724377.0,IT,ITA,45.47,9.205,2945000.0
1112,Coahuila de Zaragoza,minor,Parras,Parras,Mexico,1484273682.0,MX,MEX,25.4204,-102.1799,32253.0
4223,Niederösterreich,minor,Wiener Neustadt,Wiener Neustadt,Austria,1040389518.0,AT,AUT,47.816,16.25,82762.0
1872,Portalegre,admin,Portalegre,Portalegre,Portugal,1620475518.0,PT,PRT,39.29,-7.423,15581.0
7750,Tuscany,minor,Pisa,Pisa,Italy,1380310225.0,IT,ITA,43.7205,10.4,203336.0
6792,Coventry,admin,Coventry,Coventry,United Kingdom,1826979198.0,GB,GBR,52.4204,-1.5,388271.0
9672,New York,,Walden,Walden,United States,1840004880.0,US,USA,41.5603,-74.1879,11138.0
2161,Sankt-Peterburg,admin,St. Petersburg,St. Petersburg,Russia,1643616350.0,RU,RUS,59.939,30.316,4553000.0
1861,Porto,admin,Porto,Porto,Portugal,1620356810.0,PT,PRT,41.15,-8.62,1337000.0
2228,Samarskaya Oblast’,admin,Samara,Samara,Russia,1643205757.0,RU,RUS,53.195,50.1513,1137000.0
4222,Oberösterreich,admin,Linz,Linz,Austria,1040261171.0,AT,AUT,48.3192,14.2888,349161.0
6284,Saxony-Anhalt,admin,Magdeburg,Magdeburg,Germany,1276418236.0,DE,DEU,52.1304,11.62,229826.0
3331,Tunis,primary,Tunis,Tunis,Tunisia,1788742103.0,TN,TUN,36.8028,10.1797,2412500.0
6295,Mecklenburg-Western Pomerania,,Rostock,Rostock,Germany,1276210265.0,DE,DEU,54.0704,12.15,203080.0
5940,Jilin,admin,Changchun,Changchun,China,1156078103.0,CN,CHN,43.865,125.34,3183000.0
9672,New York,,Walden,Walden,United States,1840004880.0,US,USA,41.5603,-74.1879,11138.0
5060,São Paulo,,Franca,Franca,Brazil,1076740256.0,BR,BRA,-20.53,-47.39,305041.0
10323,California,,Berkeley,Berkeley,United States,1840018914.0,US,USA,37.8723,-122.276,121240.0
7810,Tōkyō,primary,Tokyo,Tokyo,Japan,1392685764.0,JP,JPN,35.685,139.7514,35676000.0
4227,Wien,primary,Vienna,Vienna,Austria,1040261752.0,AT,AUT,48.2,16.3666,2400000.0
8705,New Jersey,,Guttenberg,Guttenberg,United States,1840003597.0,US,USA,40.7927,-74.0047,11618.0
3466,Tainan,admin,Tainan,Tainan,Taiwan,1158061376.0,TW,TWN,23.0,120.2,1876312.0
2161,Sankt-Peterburg,admin,St. Petersburg,St. Petersburg,Russia,1643616350.0,RU,RUS,59.939,30.316,4553000.0
5060,São Paulo,,Franca,Franca,Brazil,1076740256.0,BR,BRA,-20.53,-47.39,305041.0
4218,Burgenland,admin,Eisenstadt,Eisenstadt,Austria,1040751740.0,AT,AUT,47.8333,16.5333,13165.0
2170,Irkutskaya Oblast’,admin,Irkutsk,Irkutsk,Russia,1643439037.0,RU,RUS,52.32,104.245,586695.0
7810,Tōkyō,primary,Tokyo,Tokyo,Japan,1392685764.0,JP,JPN,35.685,139.7514,35676000.0
8525,Florida,,Saint Petersburg,Saint Petersburg,United States,1840015977.0,US,USA,27.7931,-82.6652,260999.0
6285,Bremen,admin,Bremen,Bremen,Germany,1276376509.0,DE,DEU,53.08,8.8,724909.0
5734,Shanghai,admin,Shanghai,Shanghai,China,1156073548.0,CN,CHN,31.2165,121.4365,14987000.0
5785,Hebei,,Cangzhou,Cangzhou,China,1156698069.0,CN,CHN,38.3204,116.87,527681.0
7229,Budapest,primary,Budapest,Budapest,Hungary,1348611435.0,HU,HUN,47.5,19.0833,1679000.0
4494,Şuşa,admin,Şuşa,Susa,Azerbaijan,1031808614.0,AZ,AZE,39.7601,46.7499,
6792,Coventry,admin,Coventry,Coventry,United Kingdom,1826979198.0,GB,GBR,52.4204,-1.5,388271.0
5060,São Paulo,,Franca,Franca,Brazil,1076740256.0,BR,BRA,-20.53,-47.39,305041.0
1112,Coahuila de Zaragoza,minor,Parras,Parras,Mexico,1484273682.0,MX,MEX,25.4204,-102.1799,32253.0
5783,Heilongjiang,admin,Harbin,Harbin,China,1156241528.0,CN,CHN,45.75,126.65,3621000.0
7726,Lombardy,admin,Milan,Milan,Italy,1380724377.0,IT,ITA,45.47,9.205,2945000.0
11547,Arizona,,Tempe,Tempe,United States,1840021942.0,US,USA,33.3881,-111.9318,182498.0
2332,Tatarstan,,Naberezhnyye Chelny,Naberezhnyye Chelny,Russia,1643008493.0,RU,RUS,55.7,52.3199,461086.0
4222,Oberösterreich,admin,Linz,Linz,Austria,1040261171.0,AT,AUT,48.3192,14.2888,349161.0
6284,Saxony-Anhalt,admin,Magdeburg,Magdeburg,Germany,1276418236.0,DE,DEU,52.1304,11.62,229826.0
6284,Saxony-Anhalt,admin,Magdeburg,Magdeburg,Germany,1276418236.0,DE,DEU,52.1304,11.62,229826.0
3442,Taipei,primary,Taipei,Taipei,Taiwan,1158881289.0,TW,TWN,25.0358,121.5683,6900273.0
5785,Hebei,,Cangzhou,Cangzhou,China,1156698069.0,CN,CHN,38.3204,116.87,527681.0
6774,Reading,admin,Reading,Reading,United Kingdom,1826869043.0,GB,GBR,51.47,-0.98,369804.0
2161,Sankt-Peterburg,admin,St. Petersburg,St. Petersburg,Russia,1643616350.0,RU,RUS,59.939,30.316,4553000.0
7229,Budapest,primary,Budapest,Budapest,Hungary,1348611435.0,HU,HUN,47.5,19.0833,1679000.0
5060,São Paulo,,Franca,Franca,Brazil,1076740256.0,BR,BRA,-20.53,-47.39,305041.0
476,Rīga,primary,Riga,Riga,Latvia,1428586192.0,LV,LVA,56.95,24.1,742572.0
5556,Zürich,admin,Zürich,Zurich,Switzerland,1756539143.0,CH,CHE,47.38,8.55,1108000.0
7804,Saitama,,Kawagoe,Kawagoe,Japan,1392825080.0,JP,JPN,35.9177,139.4911,337931.0
1547,Veraguas,admin,Santiago,Santiago,Panama,1591231138.0,PA,PAN,8.1004,-80.9833,45955.0
4225,Steiermark,admin,Graz,Graz,Austria,1040184559.0,AT,AUT,47.0778,15.41,263234.0
4226,Kärnten,admin,Klagenfurt,Klagenfurt,Austria,1040149651.0,AT,AUT,46.6203,14.31,90610.0
5060,São Paulo,,Franca,Franca,Brazil,1076740256.0,BR,BRA,-20.53,-47.39,305041.0
5734,Shanghai,admin,Shanghai,Shanghai,China,1156073548.0,CN,CHN,31.2165,121.4365,14987000.0
2161,Sankt-Peterburg,admin,St. Petersburg,St. Petersburg,Russia,1643616350.0,RU,RUS,59.939,30.316,4553000.0
5095,São Paulo,admin,São Paulo,Sao Paulo,Brazil,1076532519.0,BR,BRA,-23.5587,-46.625,18845000.0
2161,Sankt-Peterburg,admin,St. Petersburg,St. Petersburg,Russia,1643616350.0,RU,RUS,59.939,30.316,4553000.0
2161,Sankt-Peterburg,admin,St. Petersburg,St. Petersburg,Russia,1643616350.0,RU,RUS,59.939,30.316,4553000.0
5060,São Paulo,,Franca,Franca,Brazil,1076740256.0,BR,BRA,-20.53,-47.39,305041.0
4494,Şuşa,admin,Şuşa,Susa,Azerbaijan,1031808614.0,AZ,AZE,39.7601,46.7499,
8008,Ulsan,admin,Ulsan,Ulsan,"Korea, South",1410134602.0,KR,KOR,35.5467,129.317,1061000.0
2161,Sankt-Peterburg,admin,St. Petersburg,St. Petersburg,Russia,1643616350.0,RU,RUS,59.939,30.316,4553000.0
2161,Sankt-Peterburg,admin,St. Petersburg,St. Petersburg,Russia,1643616350.0,RU,RUS,59.939,30.316,4553000.0
7711,Trentino-Alto Adige,admin,Trento,Trento,Italy,1380953307.0,IT,ITA,46.0804,11.12,107808.0
2161,Sankt-Peterburg,admin,St. Petersburg,St. Petersburg,Russia,1643616350.0,RU,RUS,59.939,30.316,4553000.0
4227,Wien,primary,Vienna,Vienna,Austria,1040261752.0,AT,AUT,48.2,16.3666,2400000.0
2215,Moskva,primary,Moscow,Moscow,Russia,1643318494.0,RU,RUS,55.7522,37.6155,10452000.0
7726,Lombardy,admin,Milan,Milan,Italy,1380724377.0,IT,ITA,45.47,9.205,2945000.0
8525,Florida,,Saint Petersburg,Saint Petersburg,United States,1840015977.0,US,USA,27.7931,-82.6652,260999.0
