,admin_name,capital,city,city_ascii,country,id,iso2,iso3,lat,lng,population
2161,Sankt-Peterburg,admin,St. Petersburg,St. Petersburg,Russia,1643616350.0,RU,RUS,59.939,30.316,4553000.0
1677,Laguna,,San Pablo,San Pablo,Philippines,1608801564.0,PH,PHL,14.0696,121.3226,240830.0
2161,Sankt-Peterburg,admin,St. Petersburg,St. Petersburg,Russia,1643616350.0,RU,RUS,59.939,30.316,4553000.0
2161,Sankt-Peterburg,admin,St. Petersburg,St. Petersburg,Russia,1643616350.0,RU,RUS,59.939,30.316,4553000.0
1935,Teleorman,admin,Alexandria,Alexandria,Romania,1642953190.0,RO,ROU,43.9016,25.2867,49346.0
645,Berane,admin,Berane,Berane,Montenegro,1499204492.0,ME,MNE,42.8425,19.8733,
2585,Chelyabinskaya Oblast’,,Kartaly,Kartaly,Russia,1643181186.0,RU,RUS,53.0474,60.6819,28503.0
610,Rîşcani,admin,Rîşcani,Riscani,Moldova,1498650340.0,MD,MDA,47.9479,27.5638,
6676,Corsica,,Bastia,Bastia,France,1250664815.0,FR,FRA,42.7032,9.45,41001.0
250,Zhambyl,,Qulan,Qulan,Kazakhstan,1398525079.0,KZ,KAZ,42.9204,72.705,13128.0
2161,Sankt-Peterburg,admin,St. Petersburg,St. Petersburg,Russia,1643616350.0,RU,RUS,59.939,30.316,4553000.0
2161,Sankt-Peterburg,admin,St. Petersburg,St. Petersburg,Russia,1643616350.0,RU,RUS,59.939,30.316,4553000.0
509,Strenču Novads,admin,Strenči,Strenci,Latvia,1428746601.0,LV,LVA,57.6269,25.6919,
2161,Sankt-Peterburg,admin,St. Petersburg,St. Petersburg,Russia,1643616350.0,RU,RUS,59.939,30.316,4553000.0
1337,Niger,admin,Minna,Minna,Nigeria,1566285237.0,NG,NGA,9.62,6.55,291905.0
2215,Moskva,primary,Moscow,Moscow,Russia,1643318494.0,RU,RUS,55.7522,37.6155,10452000.0
16,Gjilan,admin,Gjilan,Gjilan,Kosovo,1901235642.0,XK,XKS,42.4689,21.4633,
1851,,primary,Saint-Pierre,Saint-Pierre,Saint Pierre And Miquelon,1666340272.0,PM,SPM,46.7811,-56.1764,
