,admin_name,capital,city,city_ascii,country,id,iso2,iso3,lat,lng,population
3224,Chachoengsao,admin,Chachoengsao,Chachoengsao,Thailand,1764632382.0,TH,THA,13.679,101.076,49741.0
4528,Dhaka,primary,Dhaka,Dhaka,Bangladesh,1050529279.0,BD,BGD,23.7231,90.4086,12797394.0
7508,Delhi,admin,Delhi,Delhi,India,1356872604.0,IN,IND,28.67,77.23,15926000.0
7093,Dytikí Elláda,admin,Patra,Patra,Greece,1300201099.0,GR,GRC,38.23,21.73,163360.0
5957,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
4528,Dhaka,primary,Dhaka,Dhaka,Bangladesh,1050529279.0,BD,BGD,23.7231,90.4086,12797394.0
828,Mandalay,admin,Mandalay,Mandalay,Burma,1104468217.0,MM,MMR,21.97,96.085,1300000.0
5957,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
5957,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
5957,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
1799,Khyber Pakhtunkhwa,minor,Bannu,Bannu,Pakistan,1586858934.0,PK,PAK,32.989,70.5986,622419.0
5957,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
5957,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
918,Rabat (Ghawdex),admin,Victoria,Victoria,Malta,1470128499.0,MT,MLT,36.0444,14.2397,
6307,Lower Saxony,minor,Göttingen,Gottingen,Germany,1276211234.0,DE,DEU,51.5204,9.92,139419.0
7543,Uttar Pradesh,,Kanpur,Kanpur,India,1356575238.0,IN,IND,26.46,80.32,3162000.0
4528,Dhaka,primary,Dhaka,Dhaka,Bangladesh,1050529279.0,BD,BGD,23.7231,90.4086,12797394.0
5870,Fujian,minor,Xiamen,Xiamen,China,1156212809.0,CN,CHN,24.45,118.08,2519000.0
5957,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
5957,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
7549,Uttar Pradesh,,Allahabad,Allahabad,India,1356718332.0,IN,IND,25.455,81.84,1201000.0
3925,Dubayy,admin,Dubai,Dubai,United Arab Emirates,1784736618.0,AE,ARE,25.23,55.28,1379000.0
7269,Jawa Timur,admin,Surabaya,Surabaya,Indonesia,1360484663.0,ID,IDN,-7.2492,112.7508,2845000.0
5748,Shaanxi,admin,Xian,Xian,China,1156244079.0,CN,CHN,34.275,108.895,4009000.0
6101,Jiangsu,admin,Nanjing,Nanjing,China,1156644065.0,CN,CHN,32.05,118.78,3679000.0
6101,Jiangsu,admin,Nanjing,Nanjing,China,1156644065.0,CN,CHN,32.05,118.78,3679000.0
3311,Sfax,admin,Sfax,Sfax,Tunisia,1788741658.0,TN,TUN,34.75,10.72,453050.0
5870,Fujian,minor,Xiamen,Xiamen,China,1156212809.0,CN,CHN,24.45,118.08,2519000.0
7840,Aichi,admin,Nagoya,Nagoya,Japan,1392407472.0,JP,JPN,35.155,136.915,3230000.0
5782,Heilongjiang,admin,Harbin,Harbin,China,1156241528.0,CN,CHN,45.75,126.65,3621000.0
4389,Western Australia,,Northam,Northam,Australia,1036868267.0,AU,AUS,-31.6566,116.6534,5855.0
5957,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
3378,Ankara,primary,Ankara,Ankara,Turkey,1792572891.0,TR,TUR,39.9272,32.8644,3716000.0
828,Mandalay,admin,Mandalay,Mandalay,Burma,1104468217.0,MM,MMR,21.97,96.085,1300000.0
2808,,primary,Singapore,Singapore,Singapore,1702341327.0,SG,SGP,1.293,103.8558,5183700.0
4528,Dhaka,primary,Dhaka,Dhaka,Bangladesh,1050529279.0,BD,BGD,23.7231,90.4086,12797394.0
8008,Seoul,primary,Seoul,Seoul,"Korea, South",1410836482.0,KR,KOR,37.5663,126.9997,9796000.0
5957,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
828,Mandalay,admin,Mandalay,Mandalay,Burma,1104468217.0,MM,MMR,21.97,96.085,1300000.0
590,Tanger-Tétouan-Al Hoceïma,admin,Tangier,Tangier,Morocco,1504861504.0,MA,MAR,35.7473,-5.8327,750060.0
4528,Dhaka,primary,Dhaka,Dhaka,Bangladesh,1050529279.0,BD,BGD,23.7231,90.4086,12797394.0
2808,,primary,Singapore,Singapore,Singapore,1702341327.0,SG,SGP,1.293,103.8558,5183700.0
5957,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
5957,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
4528,Dhaka,primary,Dhaka,Dhaka,Bangladesh,1050529279.0,BD,BGD,23.7231,90.4086,12797394.0
828,Mandalay,admin,Mandalay,Mandalay,Burma,1104468217.0,MM,MMR,21.97,96.085,1300000.0
5957,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
2717,Makkah al Mukarramah,,Jeddah,Jeddah,Saudi Arabia,1682926944.0,SA,SAU,21.5169,39.2192,3012000.0
8031,Gyeonggi,admin,Suwon,Suwon,"Korea, South",1410679777.0,KR,KOR,37.2578,127.0109,1078000.0
7549,Uttar Pradesh,,Allahabad,Allahabad,India,1356718332.0,IN,IND,25.455,81.84,1201000.0
8019,Gangwon,minor,Sokcho,Sokcho,"Korea, South",1410921315.0,KR,KOR,38.2087,128.5912,85430.0
5957,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
